nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
2;allūre;;nbSyll>1 et pas d'accent tonic;;v.;37.0;24;allure;allure;@ l U r\;əlʊɹ;verb
4;allūʹſion;L.;;;n.;39.0;24;allusion;allusion;@ l u Z @ n;əluʒən;noun
3;ăʹlmănăc;;;;n.;40.0;24;almanac;almanac;O: l m @ n { k;Oːlmənæk;noun
2;ăʹlmŏnd;;;;n.;41.0;24;almond;almond;A m @ n d;ɑmənd;noun
1;alms;;;;n.;43.0;24;alms;alms;A l m z;ɑlmz;noun
2;alŏʹft;;;;p.;45.0;24;aloft;aloft;@ l O: f t;əlOːft;pronoun
2;alooʹf;;;;p.;46.0;24;aloof;aloof;@ l u f;əluf;pronoun
3;ăʹlphăbĕt;G.;;;n.;49.0;24;alphabet;alphabet;{ l f @ b E t;ælfəbɛt;noun
5;alphăbĕʹtĭcal;G.;;;a.;50.0;24;alphabetical;alphabetical;{ l f @ b E 4 i k @ l;ælfəbɛɾikəl;adjective
2;aʹlt_a_r;;;;n.;51.0;24;altar;altar;O: l t 3:r;Oːltɜ:r;noun
2;aʹlt_e_r;L.;;;v.;52.0;24;alter;alter;O: l t 3:r;Oːltɜ:r;verb
5;alte˘rāʹtion;L.;;;n.;53.0;24;alteration;alteration;O: l t 3:r eI S @ n;Oːltɜ:r?ʃən;noun
5;alte˘rcāʹtion;L.;;;n.;55.0;24;altercation;altercation;A l t 3:r k eI S @ n;ɑltɜ:rk?ʃən;noun
3;alte˘ʹrnāte;L.;;;a.;56.0;24;alternate;alternate;O: l t 3:r n @ t;Oːltɜ:rnət;adjective
5;alte˘rnāʹtion;L.;;;n.;57.0;24;alternation;alternation;O: l t 3:r n eI S @ n;Oːltɜ:rn?ʃən;noun
3;alteʹrnative;;;;n.;58.0;24;alternative;alternative;O: l t 3:r n @ 4 i v;Oːltɜ:rnəɾiv;noun
5;altĕʹrnătĭvely;;;;p.;59.0;24;alternatively;alternatively;O: l t 3:r n @ 4 i v l i:;Oːltɜ:rnəɾivliː;pronoun
3;aʹltĭtude;L.;;;n.;61.0;24;altitude;altitude;{ l t @ t u d;æltətud;noun
2;aʹltŭs;;;;n.;62.0;24;altus;altus;{ l t @ s;æltəs;noun
2;ăʹlum;G.;;;n.;64.0;24;alum;alum;{ l @ m;æləm;noun
4;amăʹlgămāte;;;;v.;66.0;24;amalgamate;amalgamate;@ m { l g @ m eI t;əmælgəm?t;verb
6;amălgămaʹtion;;;;n.;67.0;24;amalgamation;amalgamation;@ m { l g @ m eI S @ n;əmælgəm?ʃən;noun
2;amăʹſs;F.;;;v.;69.0;24;amass;amass;@ m { s;əmæs;verb
2;amāʹze;;;;v.;71.0;24;amaze;amaze;@ m eI z;əm?z;verb
3;aʹmăzons;G.;;;n.;72.0;24;amazons;amazons;{ m @ z A n z;æməzɑnz;noun
4;ămbăʹſſădor;F.;;;n.;3.0;25;ambassador;ambassador;{ m b { s @ 4 3:r;æmbæsəɾɜ:r;noun
4;ambăʹſſadreſs;;;;n.;4.0;25;ambassadress;ambassadress;{ m b { s @ d r\ @ s;æmbæsədɹəs;noun
2;ăʹmb_e_r;;;;n.;5.0;25;amber;amber;{ m b 3:r;æmbɜ:r;noun
4;ămbĭdĕʹxtr_o_us;L.;;;a.;8.0;25;ambidextrous;ambidextrous;{ m b @ d E k s t r\ @ s;æmbədɛkstɹəs;adjective
3;ăʹmbĭĕnt;L.;;;a.;9.0;25;ambient;ambient;{ m b i: @ n t;æmbiːənt;adjective
5;ambĭgūʹĭty;L.;;;n.;11.0;25;ambiguity;ambiguity;{ m b i g j u @ 4 i:;æmbigjuəɾiː;noun
4;ambĭʹgu_o_us;L.;;;a.;12.0;25;ambiguous;ambiguous;{ m b I g j u @ s;æmbɪgjuəs;adjective
4;ămbĭʹtion;L.;;;n.;14.0;25;ambition;ambition;{ m b I S @ n;æmbɪʃən;noun
4;ămbĭʹti_o_us;;;;a.;15.0;25;ambitious;ambitious;{ m b I S @ s;æmbɪʃəs;adjective
2;ăʹmble;F.;;;v.;16.0;25;amble;amble;{ m b @ l;æmbəl;verb
4;ămbrōʹsĭā;G.;;;n.;19.0;25;ambrosia;ambrosia;{ m b r\ @U Z @;æmbɹoʊʒə;noun
4;ambrŏʹsĭal;;;;a.;20.0;25;ambrosial;ambrosial;{ m b r\ @U Z @ l;æmbɹoʊʒəl;adjective
2;āʹme˘n;;;;p.;24.0;25;amen;amen;eI m E n;?mɛn;pronoun
4;amēʹnable;F.;;;a.;25.0;25;amenable;amenable;@ m E n @ b @ l;əmɛnəbəl;adjective
2;ame˘ʹnd;L.;;;v.;26.0;25;amend;amend;@ m E n d;əmɛnd;verb
3;ame˘ʹndment;;;;n.;27.0;25;amendment;amendment;@ m E n d m @ n t;əmɛndmənt;noun
2;ame˘ʹnds;;;;n.;28.0;25;amends;amends;@ m E n d z;əmɛndz;noun
4;amēʹnĭty;L.;;;n.;29.0;25;amenity;amenity;@ m E n @ 4 i:;əmɛnəɾiː;noun
4;ămĕʹrĭcā;;;;n.;32.0;25;america;america;@ m E r\ @ k @;əmɛɹəkə;noun
3;ăʹmĕthyſt;G.;;;n.;34.0;25;amethyst;amethyst;{ m i T i s t;æmiθist;noun
4;ăʹmĭable;L.;;;a.;36.0;25;amiable;amiable;eI m i: @ b @ l;?miːəbəl;adjective
4;ăʹmĭcable;L.;;;a.;39.0;25;amicable;amicable;{ m i k @ b @ l;æmikəbəl;adjective
3;āʹmĭty;L.;;;n.;40.0;25;amity;amity;{ m i 4 i:;æmiɾiː;noun
2;ăʹmmon;;;;n.;42.0;25;ammon;ammon;{ m @ n;æmən;noun
5;ămmŭnĭʹtion;F.;;;n.;43.0;25;ammunition;ammunition;{ m j @ n I S @ n;æmjənɪʃən;noun
3;ăʹmnĕſty;G.;;;n.;44.0;25;amnesty;amnesty;{ m n @ s t i:;æmnəstiː;noun
4;ămŏrōʹſo;L.;;;n.;45.0;25;amoroso;amoroso;A m O: r\ @U s @U;ɑmOːɹoʊsoʊ;noun
3;ăʹmŏr_o_us;L.;;;a.;46.0;25;amorous;amorous;{ m 3:r @ s;æmɜ:rəs;adjective
4;ămphĭʹbĭ_o_us;G.;;;a.;51.0;25;amphibious;amphibious;{ m f I b i: @ s;æmfɪbiːəs;adjective
5;amphĭtheʹatre;G.;;;n.;55.0;25;amphitheatre;amphitheatre;{ m p @ T i: @ 4 3:r;æmpəθiːəɾɜ:r;noun
2;ăʹmple;L.;;;a.;56.0;25;ample;ample;{ m p @ l;æmpəl;adjective
6;amplĭfĭcāʹtion;;;;n.;57.0;25;amplification;amplification;{ m p l @ f @ k eI S @ n;æmpləfək?ʃən;noun
3;ăʹmplĭfy;L.;;;v.;58.0;25;amplify;amplify;{ m p l @ f aI;æmpləf?;verb
3;ăʹmplĭtūde;L.;;;n.;59.0;25;amplitude;amplitude;{ m p l @ t u d;æmplətud;noun
5;ampūtāʹtion;L.;;;n.;60.0;25;amputation;amputation;{ m p j @ t eI S @ n;æmpjət?ʃən;noun
3;ăʹmūlet;L.;;;n.;61.0;25;amulet;amulet;{ m j @ l @ t;æmjələt;noun
2;amūʹſe;F.;;;v.;62.0;25;amuse;amuse;@ m j u z;əmjuz;verb
3;amūʹſement;;;;n.;63.0;25;amusement;amusement;@ m j u z m @ n t;əmjuzmənt;noun
2;ăʹnā;G.;;;n.;65.0;25;ana;ana;A n @;ɑnə;noun
4;anăʹc_h_rŏniſm;G.;;;n.;70.0;25;anachronism;anachronism;@ n { k r\ @ n I z @ m;ənækɹənɪzəm;noun
3;ăʹnăgrăm;G.;;;n.;72.0;25;anagram;anagram;{ n @ g r\ { m;ænəgɹæm;noun
4;ănăʹlŏgy;G.;;;n.;4.0;26;analogy;analogy;@ n { l @ dZ i:;ənælə?iː;noun
3;ăʹnărchy;G.;;;n.;8.0;26;anarchy;anarchy;{ n 3:r k i:;ænɜ:rkiː;noun
4;ănăʹthĕmā;G.;;;n.;11.0;26;anathema;anathema;@ n { T @ m @;ənæθəmə;noun
5;ănătŏʹmĭcal;;;;a.;14.0;26;anatomical;anatomical;{ n @ t A m @ k @ l;ænətɑməkəl;adjective
4;ănăʹtŏmiſt;;;;n.;15.0;26;anatomist;anatomist;@ n { 4 @ m @ s t;ənæɾəməst;noun
4;ănăʹtŏmy;G.;;;n.;16.0;26;anatomy;anatomy;@ n { 4 @ m i:;ənæɾəmiː;noun
3;ăʹncĕſtors;L.;;;n.;17.0;26;ancestors;ancestors;{ n s E s t 3:r z;ænsɛstɜ:rz;noun
2;ăʹnc_h_or;L.;;;n.;18.0;26;anchor;anchor;{ N k 3:r;æŋkɜ:r;noun
3;ăʹnc_h_ŏrage;;;;n.;19.0;26;anchorage;anchorage;{ N k 3:r @ dZ;æŋkɜ:rə?;noun
3;ăʹnchŏvy;;;;n.;21.0;26;anchovy;anchovy;{ n tS @U v i:;æn?oʊviː;noun
3;ăʹncĭent;F.;;;a.;23.0;26;ancient;ancient;eI n tS @ n t;?n?ənt;adjective
4;ăʹncĭently;;;;p.;24.0;26;anciently;anciently;eI n tS @ n t l i:;?n?əntliː;pronoun
2;ăndăʹnte;;;;n.;26.0;26;andante;andante;A n d A n t eI;ɑndɑnt?;noun
3;ane˘ʹcdŏtes;G.;;;n.;27.0;26;anecdotes;anecdotes;{ n @ k d @U t s;ænəkdoʊts;noun
2;ăʹngel;G.;;;n.;29.0;26;angel;angel;eI n dZ @ l;?n?əl;noun
4;ăngĕʹlĭcā;;;;n.;30.0;26;angelica;angelica;{ n dZ E l i k @;æn?ɛlikə;noun
2;ăʹnger;;;;n.;32.0;26;anger;anger;{ N g 3:r;æŋgɜ:r;noun
2;ăʹngī;;;;n.;33.0;26;angi;angi;{ n dZ i:;æn?iː;noun
3;angīʹnā;L.;;;n.;34.0;26;angina;angina;{ n dZ aI n @;æn??nə;noun
2;ăʹngle;L.;;;n.;35.0;26;angle;angle;{ N g @ l;æŋgəl;noun
2;ăʹnguĭſh;L.;;;n.;39.0;26;anguish;anguish;{ N g w i S;æŋgwiʃ;noun
3;ăʹngŭlar;L.;;;a.;40.0;26;angular;angular;{ N g j @ l 3:r;æŋgjəlɜ:r;adjective
3;ăʹnĭmal;L.;;;n.;44.0;26;animal;animal;{ n @ m @ l;ænəməl;noun
3;ăʹnĭmāte;L.;;;v.;46.0;26;animate;animate;{ n @ m @ t;ænəmət;verb
4;ăʹnĭmāted;;;;a.;47.0;26;animated;animated;{ n @ m eI 4 @ d;ænəm?ɾəd;adjective
5;ănĭmŏʹſity;L.;;;n.;48.0;26;animosity;animosity;{ n @ m A s @ 4 i:;ænəmɑsəɾiː;noun
2;ăʹnnăls;L.;;;n.;50.0;26;annals;annals;{ n @ l z;ænəlz;noun
3;ănnealʹing;;;;n.;52.0;26;annealing;annealing;@ n i: l i N;əniːliŋ;noun
2;ănnĕʹx;L.;;;v.;53.0;26;annex;annex;{ n E k s;ænɛks;verb
4;ănnīʹhĭlāte;L.;;;v.;54.0;26;annihilate;annihilate;@ n aI @ l eI t;ən?əl?t;verb
6;annihĭlāʹtion;;;;n.;55.0;26;annihilation;annihilation;@ n aI @ l eI S @ n;ən?əl?ʃən;noun
5;ănnĭvĕʹrſăry;L.;;;n.;56.0;26;anniversary;anniversary;{ n @ v 3:r s 3:r i:;ænəvɜ:rsɜ:riː;noun
5;annŏtāʹtion;L.;;;n.;57.0;26;annotation;annotation;{ n @ t eI S @ n;ænət?ʃən;noun
2;ănnоʹу;F.;;;v.;58.0;26;annoy;annoy;@ n OI;ən?;verb
3;ănnoʹyănce;F.;;;n.;59.0;26;annoyance;annoyance;@ n OI @ n s;ən?əns;noun
3;ăʹnnūal;L.;;;a.;60.0;26;annual;annual;{ n j u @ l;ænjuəl;adjective
4;annūʹĭty;L.;;;n.;61.0;26;annuity;annuity;@ n u @ 4 i:;ənuəɾiː;noun
2;ănnuʹl;F.;;;v.;62.0;26;annul;annul;{ n @ l;ænəl;verb
3;ăʹnnūlar;L.;;;a.;63.0;26;annular;annular;{ n j @ l 3:r;ænjəlɜ:r;adjective
2;ănoiʹnt;;;;v.;66.0;26;anoint;anoint;@ n OI n t;ən?nt;verb
4;anōʹmălous;G.;;;a.;68.0;26;anomalous;anomalous;@ n A m @ l @ s;ənɑmələs;adjective
4;ănōʹmăly;G.;;;n.;69.0;26;anomaly;anomaly;@ n A m @ l i:;ənɑməliː;noun
2;ăʹnſ_w_ĕr;;;;v.;72.0;26;answer;answer;{ n s 3:r;ænsɜ:r;verb
1;ant;;;;n.;73.0;26;ant;ant;{ n t;ænt;noun
4;ăntăʹgŏniſt;G.;;;n.;2.0;27;antagonist;antagonist;{ n t { g @ n @ s t;æntægənəst;noun
3;ăntăʹrctic;G.;;;n.;3.0;27;antarctic;antarctic;{ n t A r\ k t i k;æntɑɹktik;noun
4;ăntĕcēʹdent;L.;;;n.;5.0;27;antecedent;antecedent;{ n t E s @ d @ n t;æntɛsədənt;noun
6;ante˘me˘rĭʹdĭan;L.;;;n.;9.0;27;antemeridian;antemeridian;{ n t @ m E r\ I 4 i: @ n;æntəmɛɹɪɾiːən;noun
4;ăntĕʹrior;L.;;;n.;13.0;27;anterior;anterior;{ n t I r\ i: 3:r;æntɪɹiːɜ:r;noun
2;ăʹnthem;G.;;;n.;14.0;27;anthem;anthem;{ n T @ m;ænθəm;noun
5;antĭʹcĭpāte;L.;;;v.;22.0;27;anticipate;anticipate;{ n t I s @ p eI t;æntɪsəp?t;verb
2;ăʹntic;F.;;;n.;23.0;27;antic;antic;{ n t i k;æntik;noun
3;ăʹntĭdote;G.;;;n.;24.0;27;antidote;antidote;{ n t i d @U t;æntidoʊt;noun
4;antĭʹpăthy;G.;;;n.;31.0;27;antipathy;antipathy;{ n t I p @ T i:;æntɪpəθiː;noun
3;ănʹtĭquāte;L.;;;v.;36.0;27;antiquate;antiquate;{ n t @ k w eI t;æntəkw?t;verb
2;ăʹntĭq_ue_;L.;;;a.;37.0;27;antique;antique;{ n t i: k;æntiːk;adjective
4;antĭʹquĭty;L.;;;n.;38.0;27;antiquity;antiquity;{ n t I k w @ 4 i:;æntɪkwəɾiː;noun
4;antĭʹthe˘ſis;G.;;;n.;41.0;27;antithesis;antithesis;{ n t I T @ s @ s;æntɪθəsəs;noun
2;ăʹntlers;;;;n.;45.0;27;antlers;antlers;{ n t l 3:r z;æntlɜ:rz;noun
4;ănxīʹĕty;L.;;;n.;46.0;27;anxiety;anxiety;{ N z aI @ 4 i:;æŋz?əɾiː;noun
3;ăʹnxĭ_o_us;;;;a.;47.0;27;anxious;anxious;{ N k S @ s;æŋkʃəs;adjective
2;ăʹpāce;;;;p.;48.0;27;apace;apace;@ p eI s;əp?s;pronoun
2;aparʹt;;;;p.;49.0;27;apart;apart;@ p A r\ t;əpɑɹt;pronoun
3;apăʹrtment;;;;n.;50.0;27;apartment;apartment;@ p A r\ t m @ n t;əpɑɹtmənt;noun
3;ăʹpăthy;G.;;;n.;51.0;27;apathy;apathy;{ p @ T i:;æpəθiː;noun
1;āpe;;;;n.;52.0;27;ape;ape;eI p;?p;noun
3;ăʹpĕrtūre;L.;;;n.;54.0;27;aperture;aperture;{ p 3:r tS 3:r;æpɜ:r?ɜ:r;noun
2;ăʹpex;L.;;;n.;55.0;27;apex;apex;eI p E k s;?pɛks;noun
3;ăʹphŏriſm;G.;;pas de {POS} indiquée dans le dictionnaire.;;57.0;27;aphorism;aphorism;{ f 3:r I z @ m;æfɜ:rɪzəm;?
4;apŏʹcalypſe;G.;;;n.;58.0;27;apocalypse;apocalypse;@ p A k @ l I p s;əpɑkəlɪps;noun
3;apŏʹllo;;;;n.;61.0;27;apollo;apollo;@ p A l @U;əpɑloʊ;noun
4;apŏʹlogīze;G.;;;v.;63.0;27;apologize;apologize;@ p A l @ dZ aI z;əpɑlə??z;verb
4;apŏʹlŏgy;G.;;;n.;65.0;27;apology;apology;@ p A l @ dZ i:;əpɑlə?iː;noun
4;ăʹpŏplĕxy;G.;;;n.;67.0;27;apoplexy;apoplexy;{ p @ p l E k s i:;æpəplɛksiː;noun
3;apŏʹſtle;G.;;;n.;72.0;27;apostle;apostle;@ p A s @ l;əpɑsəl;noun
4;apŏʹſtrŏphè;G.;;;n.;73.0;27;apostrophe;apostrophe;@ p A s t r\ @ f i:;əpɑstɹəfiː;noun
5;apŏʹthĕcary;G.;;;n.;2.0;28;apothecary;apothecary;@ p A T @ k E r\ i:;əpɑθəkɛɹiː;noun
5;ăpŏthēʹŏſis;G.;;;n.;3.0;28;apotheosis;apotheosis;@ p A T i: @U s @ s;əpɑθiːoʊsəs;noun
4;ăppărāʹtus;L.;;;n.;5.0;28;apparatus;apparatus;{ p 3:r { 4 @ s;æpɜ:ræɾəs;noun
3;ăppăʹrel;F.;;;n.;6.0;28;apparel;apparel;@ p { r\ @ l;əpæɹəl;noun
3;ăppāʹrent;L.;;;a.;7.0;28;apparent;apparent;@ p E r\ @ n t;əpɛɹənt;adjective
5;ăppărĭʹtion;L.;;;n.;8.0;28;apparition;apparition;{ p 3:r I S @ n;æpɜ:rɪʃən;noun
2;ăppeaʹl;L.;;;v.;10.0;28;appeal;appeal;@ p i: l;əpiːl;verb
2;ăppeaʹr;L.;;;v.;11.0;28;appear;appear;@ p I r\;əpɪɹ;verb
3;ăppeaʹrănce;;;;n.;12.0;28;appearance;appearance;@ p I r\ @ n s;əpɪɹəns;noun
2;ăppeaʹſe;F.;;;v.;13.0;28;appease;appease;@ p i: z;əpiːz;verb
5;ăppĕllāʹtion;L.;;;n.;15.0;28;appellation;appellation;{ p @ l eI S @ n;æpəl?ʃən;noun
3;ăppĕʹndage;L.;;;n.;17.0;28;appendage;appendage;@ p E n d i dZ;əpɛndi?;noun
3;ăppĕʹndix;L.;;;n.;19.0;28;appendix;appendix;@ p E n d i k s;əpɛndiks;noun
3;ăppĕrtaĭʹn;L.;;;v.;20.0;28;appertain;appertain;{ p 3:r t eI n;æpɜ:rt?n;verb
3;ăʹppetīte;L.;;;n.;22.0;28;appetite;appetite;{ p @ t aI t;æpət?t;noun
2;applauʹd;L.;;;v.;23.0;28;applaud;applaud;@ p l O: d;əplOːd;verb
2;ăʹpple;;;;n.;24.0;28;apple;apple;{ p @ l;æpəl;noun
5;applĭcāʹtion;L.;;;n.;25.0;28;application;application;{ p l @ k eI S @ n;æplək?ʃən;noun
2;ăpplyʹ;L.;;;v.;26.0;28;apply;apply;@ p l aI;əpl?;verb
2;ăppoiʹnt;F.;;;v.;27.0;28;appoint;appoint;@ p OI n t;əp?nt;verb
3;ăppoiʹntment;F.;;;n.;28.0;28;appointment;appointment;@ p OI n t m @ n t;əp?ntmənt;noun
4;ăppŏʹrtion;L.;;;v.;29.0;28;apportion;apportion;@ p O: r\ S @ n;əpOːɹʃən;verb
2;ăppraiʹſe;F.;;;v.;31.0;28;appraise;appraise;@ p r\ eI z;əpɹ?z;verb
3;ăppraiʹſer;;;;n.;33.0;28;appraiser;appraiser;@ p r\ eI z 3:r;əpɹ?zɜ:r;noun
3;ăpprĕhĕʹnd;L.;;;v.;34.0;28;apprehend;apprehend;{ p r\ i h E n d;æpɹihɛnd;verb
5;ăpprehĕʹnſion;L.;;;n.;35.0;28;apprehension;apprehension;{ p r\ i h E n S @ n;æpɹihɛnʃən;noun
4;ăpprehĕʹnſive;F.;;;a.;36.0;28;apprehensive;apprehensive;{ p r\ i h E n s i v;æpɹihɛnsiv;adjective
3;ăpprĕʹntĭce;F.;;;n.;37.0;28;apprentice;apprentice;@ p r\ E n t @ s;əpɹɛntəs;noun
2;ăpproaʹch;F.;;;v.;39.0;28;approach;approach;@ p r\ @U tS;əpɹoʊ?;verb
3;ăpproaʹches;;;;n.;40.0;28;approaches;approaches;@ p r\ @U tS @ z;əpɹoʊ?əz;noun
5;ăpprŏbāʹtion;L.;;;n.;41.0;28;approbation;approbation;{ p r\ @ b eI S @ n;æpɹəb?ʃən;noun
4;ăpprōʹprĭāte;F.;;;v.;42.0;28;appropriate;appropriate;@ p r\ @U p r\ i: @ t;əpɹoʊpɹiːət;verb
6;ăpprŏprĭāʹtion;F.;;;n.;43.0;28;appropriation;appropriation;@ p r\ @U p r\ i: eI S @ n;əpɹoʊpɹiː?ʃən;noun
2;ăpproʹve;L.;;;v.;44.0;28;approve;approve;@ p r\ u v;əpɹuv;verb
6;ăpprŏxĭmāʹtion;L.;;;n.;45.0;28;approximation;approximation;@ p r\ A k s @ m eI S @ n;əpɹɑksəm?ʃən;noun
2;aʹprīl;L.;;;n.;47.0;28;april;april;eI p r\ @ l;?pɹəl;noun
2;ăʹpr_o_n;;;;n.;48.0;28;apron;apron;eI p r\ @ n;?pɹən;noun
1;ăpt;L.;;;a.;49.0;28;apt;apt;{ p t;æpt;adjective
3;ăʹptĭtūde;L.;;;n.;50.0;28;aptitude;aptitude;{ p t @ t u d;æptətud;noun
3;aquăʹtic;L.;;;a.;52.0;28;aquatic;aquatic;@ k w A 4 i k;əkwɑɾik;adjective
3;ăʹquĕdŭct;L.;;;n.;53.0;28;aqueduct;aqueduct;{ k w @ d V k t;ækwədʌkt;noun
3;ăʹquē_o_us;L.;;;a.;54.0;28;aqueous;aqueous;eI k w i: @ s;?kwiːəs;adjective
4;arāʹbĭā;;;;n.;55.0;28;arabia;arabia;3:r eI b i: @;ɜ:r?biːə;noun
3;aʹrăbic;;;;n.;56.0;28;arabic;arabic;{ r\ @ b i k;æɹəbik;noun
3;ăʹrable;L.;;;a.;57.0;28;arable;arable;E r\ @ b @ l;ɛɹəbəl;adjective
3;ăʹrbĭt_e_r;L.;;;n.;59.0;28;arbiter;arbiter;A r\ b i 4 3:r;ɑɹbiɾɜ:r;noun
4;ăʹrbĭtrăry;;;;a.;60.0;28;arbitrary;arbitrary;A r\ b @ t r\ E r\ i:;ɑɹbətɹɛɹiː;adjective
3;ăʹrbĭtrāte;L.;;;v.;61.0;28;arbitrate;arbitrate;A r\ b @ t r\ eI t;ɑɹbətɹ?t;verb
2;ăʹrbŏr;L.;;;n.;63.0;28;arbor;arbor;A r\ b 3:r;ɑɹbɜ:r;noun
2;ăʹrb_o_ur;L.;;;n.;65.0;28;arbour;arbour;A r\ b 3:r;ɑɹbɜ:r;noun
3;ărcāʹnum;L.;;;n.;66.0;28;arcanum;arcanum;A r\ k @ n @ m;ɑɹkənəm;noun
1;ărch;;;;n.;67.0;28;arch;arch;A r\ tS;ɑɹ?;noun
3;ărc_h_ăʹngel;G.;;;n.;68.0;28;archangel;archangel;A r\ k eI n dZ @ l;ɑɹk?n?əl;noun
3;ărchbĭʹſhop;;;;n.;69.0;28;archbishop;archbishop;A r\ tS b I S @ p;ɑɹ?bɪʃəp;noun
2;archdūʹke;;;;n.;2.0;29;archduke;archduke;A r\ tS d u k;ɑɹ?duk;noun
2;ăʹrches;;;;n.;5.0;29;arches;arches;A r\ tS @ z;ɑɹ?əz;noun
3;ăʹrc_h_ĕtȳpe;G.;;;n.;6.0;29;archetype;archetype;A r\ k i t aI p;ɑɹkit?p;noun
5;ărc_h_ĭpeʹlăgo;G.;;;n.;7.0;29;archipelago;archipelago;A r\ k @ p E l @ g @U;ɑɹkəpɛləgoʊ;noun
3;ăʹrc_h_ĭtect;G.;;;n.;8.0;29;architect;architect;A r\ k @ t E k t;ɑɹkətɛkt;noun
4;ăʹrc_h_ĭtĕctūre;;;;n.;9.0;29;architecture;architecture;A r\ k @ t E k tS 3:r;ɑɹkətɛk?ɜ:r;noun
3;ăʹrc_h_ĭtrāve;;;;n.;10.0;29;architrave;architrave;A r\ k @ t r\ eI v;ɑɹkətɹ?v;noun
2;ărc_h_īves;G.;nbSyll>1 et pas d'accent tonic;;n.;11.0;29;archives;archives;A r\ k aI v z;ɑɹk?vz;noun
2;ăʹrctic;G.;;;n.;12.0;29;arctic;arctic;A r\ k t i k;ɑɹktik;noun
2;ăʹrdŏr;L.;;;n.;14.0;29;ardor;ardor;A r\ 4 3:r;ɑɹɾɜ:r;noun
3;ăʹrdū_o_us;L.;;;a.;15.0;29;arduous;arduous;A r\ dZ u @ s;ɑɹ?uəs;adjective
3;ăʹrėȧ;L.;;;n.;16.0;29;area;area;E r\ i: @;ɛɹiːə;noun
2;ăʹrgent;F.;;;n.;19.0;29;argent;argent;A r\ dZ i n t;ɑɹ?int;noun
2;ăʹrgūe;L.;;;v.;20.0;29;argue;argue;A r\ g j u;ɑɹgju;verb
3;ăʹrgŏnauts;G.;;;n.;21.0;29;argonauts;argonauts;A r\ g @ n O: t s;ɑɹgənOːts;noun
3;ăʹrgūment;L.;;;n.;22.0;29;argument;argument;A r\ g j @ m @ n t;ɑɹgjəmənt;noun
6;ărgūmĕntāʹtion;L.;;;n.;23.0;29;argumentation;argumentation;A r\ g j @ m E n t eI S @ n;ɑɹgjəmɛnt?ʃən;noun
5;ărgūmĕʹntătive;;;;a.;24.0;29;argumentative;argumentative;A r\ g j @ m E n t @ 4 i v;ɑɹgjəmɛntəɾiv;adjective
4;āʹrĭăniſm;;;;n.;25.0;29;arianism;arianism;{ r\ i: @ n I z @ m;æɹiːənɪzəm;noun
3;āʹrĭes;L.;;;n.;27.0;29;aries;aries;E r\ i: z;ɛɹiːz;noun
2;arīʹſe;;;;v.;29.0;29;arise;arise;3:r aI z;ɜ:r?z;verb
5;arĭſtŏʹcrăcy;G.;;;n.;30.0;29;aristocracy;aristocracy;E r\ @ s t A k r\ @ s i:;ɛɹəstɑkɹəsiː;noun
5;arĭſtŏcrăʹtic;G.;;;a.;31.0;29;aristocratic;aristocratic;3:r I s t @ k r\ { 4 i k;ɜ:rɪstəkɹæɾik;adjective
4;arĭʹthmetic;G.;;;n.;32.0;29;arithmetic;arithmetic;E r\ i T m E 4 i k;ɛɹiθmɛɾik;noun
1;ark;L.;;;n.;33.0;29;ark;ark;A r\ k;ɑɹk;noun
1;arm;;;;n.;34.0;29;arm;arm;A r\ m;ɑɹm;noun
1;arms;;;;n.;35.0;29;arms;arms;A r\ m z;ɑɹmz;noun
3;ărmāʹdā;;;;n.;36.0;29;armada;armada;A r\ m A 4 @;ɑɹmɑɾə;noun
4;ărmădĭʹllo;;;;n.;37.0;29;armadillo;armadillo;A r\ m @ d I l @U;ɑɹmədɪloʊ;noun
3;ăʹrmăment;L.;;;n.;38.0;29;armament;armament;A r\ m @ m @ n t;ɑɹməmənt;noun
3;ărmĭʹllā;L.;;;n.;39.0;29;armilla;armilla;A r\ m I l @;ɑɹmɪlə;noun
3;ăʹrmĭſtĭce;L.;;;n.;42.0;29;armistice;armistice;A r\ m @ s t @ s;ɑɹməstəs;noun
3;ăʹrmŏry;F.;;;n.;43.0;29;armory;armory;A r\ m 3:r i:;ɑɹmɜ:riː;noun
2;ăʹrmо_u_r;F.;;;n.;44.0;29;armour;armour;A r\ m 3:r;ɑɹmɜ:r;noun
2;ăʹrmy;L.;;;n.;47.0;29;army;army;A r\ m i:;ɑɹmiː;noun
4;ărōmăʹtic;G.;;;a.;48.0;29;aromatic;aromatic;E r\ @ m { 4 i k;ɛɹəmæɾik;adjective
2;ărraiʹgn;F.;;;v.;50.0;29;arraign;arraign;3:r eI n;ɜ:r?n;verb
3;ărrăʹng_e_ment;F.;;;n.;51.0;29;arrangement;arrangement;3:r eI n dZ m @ n t;ɜ:r?n?mənt;noun
2;ăʹrrănt;;;;a.;52.0;29;arrant;arrant;{ r\ @ n t;æɹənt;adjective
2;ărraʹy;F.;;;n.;54.0;29;array;array;3:r eI;ɜ:r?;noun
2;ărreaʹrs;F.;;;n.;55.0;29;arrears;arrears;3:r I r\ z;ɜ:rɪɹz;noun
2;ărreʹſt;F.;;;n.;56.0;29;arrest;arrest;3:r E s t;ɜ:rɛst;noun
